Weights,Readable Weights,Total Return,Annual Return,Volatility,Sharpe,Max Drawdown
[0.1408396  0.20325277 0.31311801 0.32165027 0.02113935],"SPY: 14.1%, EEM: 20.3%, TLT: 31.3%, GLD: 32.2%, DBC: 2.1%",0.9933222849204513,0.22684679822781534,0.11600648651326215,1.9554665005898757,-0.10360713714200676
[0.11127491 0.1425903  0.30571834 0.30904951 0.13136694],"SPY: 11.1%, EEM: 14.3%, TLT: 30.6%, GLD: 30.9%, DBC: 13.1%",0.893048752505835,0.20939517542037034,0.10726871180880779,1.9520619935623855,-0.08861759985872275
"[1.63412825e-01 1.55950309e-04 3.62617792e-01 3.10268621e-01
 1.63544812e-01]","SPY: 16.3%, EEM: 0.0%, TLT: 36.3%, GLD: 31.0%, DBC: 16.4%",0.8731182809369222,0.20585838773050744,0.105732926735765,1.9469657568920222,-0.0773638467257407
[0.04760441 0.11117469 0.30624302 0.32544864 0.20952924],"SPY: 4.8%, EEM: 11.1%, TLT: 30.6%, GLD: 32.5%, DBC: 21.0%",0.8615229606616956,0.2037604817669242,0.10469447315738807,1.9462391434990975,-0.09030641724724686
[0.01745481 0.4196753  0.39166056 0.12959444 0.0416149 ],"SPY: 1.7%, EEM: 42.0%, TLT: 39.2%, GLD: 13.0%, DBC: 4.2%",1.117433597088843,0.24755346705262612,0.1276278542554713,1.939650779970813,-0.0911477623644007
[0.12959139 0.10965481 0.32346516 0.28149089 0.15579774],"SPY: 13.0%, EEM: 11.0%, TLT: 32.3%, GLD: 28.1%, DBC: 15.6%",0.8677525867322864,0.20495159185963666,0.10584159746988457,1.936399267952774,-0.08161072141879455
[0.06044244 0.37026728 0.43062953 0.08750748 0.05115326],"SPY: 6.0%, EEM: 37.0%, TLT: 43.1%, GLD: 8.8%, DBC: 5.1%",1.1055207544008319,0.2457020340916423,0.12717764162558892,1.931959351903924,-0.08795542145734436
[0.07888327 0.31549712 0.31187538 0.24787451 0.04586972],"SPY: 7.9%, EEM: 31.5%, TLT: 31.2%, GLD: 24.8%, DBC: 4.6%",1.0033521889498687,0.22874010324374175,0.1184873942993444,1.930501591298876,-0.09844913128032351
[0.03923687 0.39104806 0.40334443 0.10576282 0.06060782],"SPY: 3.9%, EEM: 39.1%, TLT: 40.3%, GLD: 10.6%, DBC: 6.1%",1.0874721435412154,0.24277547819523065,0.12580188114258054,1.929823910344197,-0.09017483906898471
[0.03634214 0.10158858 0.36572556 0.24601081 0.25033291],"SPY: 3.6%, EEM: 10.2%, TLT: 36.6%, GLD: 24.6%, DBC: 25.0%",0.8713883432617655,0.2056670677161186,0.10670945333533155,1.9273556492676935,-0.0957584667676723
[0.16645632 0.0685745  0.32714167 0.29611741 0.14171009],"SPY: 16.6%, EEM: 6.9%, TLT: 32.7%, GLD: 29.6%, DBC: 14.2%",0.8602547730360874,0.20365166740301277,0.10568602487015606,1.9269498275975043,-0.08207593896312726
[0.02838095 0.43708646 0.48450498 0.03155779 0.01846982],"SPY: 2.8%, EEM: 43.7%, TLT: 48.5%, GLD: 3.2%, DBC: 1.8%",1.2141563379615978,0.2629969573943189,0.13648506191622228,1.9269285129221874,-0.09045771486690635
[0.12161465 0.16388887 0.29277763 0.29861355 0.12310531],"SPY: 12.2%, EEM: 16.4%, TLT: 29.3%, GLD: 29.9%, DBC: 12.3%",0.8809354782940162,0.2073838218364858,0.10762404818496975,1.9269282779631403,-0.09118279099771931
[0.01472489 0.19398478 0.27700256 0.32926183 0.18502595],"SPY: 1.5%, EEM: 19.4%, TLT: 27.7%, GLD: 32.9%, DBC: 18.5%",0.8835898829796942,0.20785829766207237,0.10788896773949695,1.9265945538004972,-0.09288961746777591
[0.02838613 0.28745961 0.28846612 0.27434759 0.12134055],"SPY: 2.8%, EEM: 28.7%, TLT: 28.8%, GLD: 27.4%, DBC: 12.1%",0.9430517903791589,0.2183917327733296,0.1134074065328102,1.925727247013149,-0.09318818249915839
[0.04601663 0.17907428 0.26523504 0.34836169 0.16131236],"SPY: 4.6%, EEM: 17.9%, TLT: 26.5%, GLD: 34.8%, DBC: 16.1%",0.8769475991612032,0.20667887497800044,0.10741531329330918,1.924109967576423,-0.09363806492421634
[0.06359435 0.25764602 0.61581984 0.00132546 0.06161434],"SPY: 6.4%, EEM: 25.8%, TLT: 61.6%, GLD: 0.1%, DBC: 6.2%",1.2630344326145497,0.2706079106183729,0.14094873988824047,1.9199030146203533,-0.09599761285838992
[0.04644349 0.42830276 0.35831853 0.16230885 0.00462637],"SPY: 4.6%, EEM: 42.8%, TLT: 35.8%, GLD: 16.2%, DBC: 0.5%",1.1062895911389465,0.24594813519910647,0.12827511647507622,1.9173487575580883,-0.09647548109622883
[0.04915437 0.11310284 0.3066682  0.30044502 0.23062956],"SPY: 4.9%, EEM: 11.3%, TLT: 30.7%, GLD: 30.0%, DBC: 23.1%",0.8366433240144031,0.19939568599879004,0.10401526156372733,1.9169849020340703,-0.09225360050303744
[0.01227796 0.28542314 0.26720112 0.3156316  0.11946618],"SPY: 1.2%, EEM: 28.5%, TLT: 26.7%, GLD: 31.6%, DBC: 11.9%",0.9415572524852658,0.21819675311992426,0.113883533370418,1.915964026249666,-0.0988753998609454
[0.23606429 0.11051147 0.46486259 0.1871044  0.00145726],"SPY: 23.6%, EEM: 11.1%, TLT: 46.5%, GLD: 18.7%, DBC: 0.1%",1.0666897579612726,0.2394961142300275,0.12504405398539656,1.9152939032030853,-0.08332132330240427
[0.10962461 0.24553252 0.28153961 0.28813786 0.07516542],"SPY: 11.0%, EEM: 24.6%, TLT: 28.2%, GLD: 28.8%, DBC: 7.5%",0.9265075628636663,0.21559341274716626,0.11278953155740323,1.911466514402907,-0.09982612734144003
[0.2297615  0.12867356 0.40912667 0.21138047 0.02105781],"SPY: 23.0%, EEM: 12.9%, TLT: 40.9%, GLD: 21.1%, DBC: 2.1%",1.0012913988660133,0.22855735740800762,0.11959374261835105,1.9111146821233158,-0.08590622027067474
[0.17616191 0.02277586 0.28866214 0.36886166 0.14353842],"SPY: 17.6%, EEM: 2.3%, TLT: 28.9%, GLD: 36.9%, DBC: 14.4%",0.8256245480976605,0.19741356213260025,0.10343507837303328,1.9085745884064438,-0.0909896746314589
[0.14586251 0.21389555 0.30041254 0.26112415 0.07870526],"SPY: 14.6%, EEM: 21.4%, TLT: 30.0%, GLD: 26.1%, DBC: 7.9%",0.9106335933537288,0.21282471385546525,0.11162290149488728,1.9066402235137507,-0.0944237459268561
[0.21944991 0.04700427 0.32692508 0.314595   0.09202574],"SPY: 21.9%, EEM: 4.7%, TLT: 32.7%, GLD: 31.5%, DBC: 9.2%",0.8734940266140439,0.2061778614103867,0.10813770862475983,1.9066231755088163,-0.08905093576729672
[0.19774647 0.03654984 0.36316369 0.26124523 0.14129477],"SPY: 19.8%, EEM: 3.7%, TLT: 36.3%, GLD: 26.1%, DBC: 14.1%",0.8654321412618675,0.20473927034615252,0.10752727653676301,1.9040682228769483,-0.07899559205566564
[0.06285212 0.22320847 0.26530661 0.30018607 0.14844673],"SPY: 6.3%, EEM: 22.3%, TLT: 26.5%, GLD: 30.0%, DBC: 14.8%",0.8724506212516041,0.2060259576203803,0.10844427885255456,1.8998324282325851,-0.09310017620553357
[0.04834321 0.32801568 0.27435481 0.26944151 0.07984479],"SPY: 4.8%, EEM: 32.8%, TLT: 27.4%, GLD: 26.9%, DBC: 8.0%",0.9571418913645089,0.2210564404637623,0.11653222219501677,1.8969555055238212,-0.10084822853235342
[0.01440768 0.27824426 0.3329943  0.17838595 0.1959678 ],"SPY: 1.4%, EEM: 27.8%, TLT: 33.3%, GLD: 17.8%, DBC: 19.6%",0.9052929001290668,0.21195069777534054,0.11177794499248982,1.896176368151885,-0.09647990312612231
[0.06468935 0.25611318 0.39807551 0.10760722 0.17351474],"SPY: 6.5%, EEM: 25.6%, TLT: 39.8%, GLD: 10.8%, DBC: 17.4%",0.942091950664333,0.2184713110773609,0.1153497858191839,1.8939897419473735,-0.09082644127879014
[0.15431599 0.01546395 0.48609384 0.16783391 0.17629231],"SPY: 15.4%, EEM: 1.5%, TLT: 48.6%, GLD: 16.8%, DBC: 17.6%",0.9584890160590096,0.22134477712244988,0.11691437898555682,1.8932211678581812,-0.08430062406157046
[0.13041968 0.25428077 0.3113417  0.21036016 0.09359769],"SPY: 13.0%, EEM: 25.4%, TLT: 31.1%, GLD: 21.0%, DBC: 9.4%",0.9104345030951806,0.2128986344686798,0.11256190112003993,1.8913916018674675,-0.08871136749313857
[0.06049685 0.17189859 0.35048343 0.19007528 0.22704585],"SPY: 6.0%, EEM: 17.2%, TLT: 35.0%, GLD: 19.0%, DBC: 22.7%",0.8578543547574842,0.20345237485755105,0.10765468662854245,1.8898608247270656,-0.0923706730656052
[0.06045155 0.08711601 0.26996717 0.35251332 0.22995196],"SPY: 6.0%, EEM: 8.7%, TLT: 27.0%, GLD: 35.3%, DBC: 23.0%",0.8030256508137612,0.19331826089655813,0.10229632672975468,1.889786926633878,-0.09046141228412086
[0.01955629 0.29974733 0.36878765 0.12261943 0.1892893 ],"SPY: 2.0%, EEM: 30.0%, TLT: 36.9%, GLD: 12.3%, DBC: 18.9%",0.9338872507739353,0.21706581334584,0.11491536835792121,1.888918918745105,-0.09633184319074717
[0.07498159 0.23423836 0.28289186 0.24744223 0.16044596],"SPY: 7.5%, EEM: 23.4%, TLT: 28.3%, GLD: 24.7%, DBC: 16.0%",0.8615351141399894,0.20413105386385863,0.10815004014451417,1.8874801487922797,-0.08838054025084519
[0.11303771 0.35310756 0.33404995 0.1673437  0.03246108],"SPY: 11.3%, EEM: 35.3%, TLT: 33.4%, GLD: 16.7%, DBC: 3.2%",1.0018836000661078,0.228851002343737,0.12132101911523115,1.8863260794600933,-0.09283639137887512
[0.06792832 0.2407728  0.25934293 0.28999022 0.14196573],"SPY: 6.8%, EEM: 24.1%, TLT: 25.9%, GLD: 29.0%, DBC: 14.2%",0.8686854713488517,0.20544552498851912,0.10901580691161472,1.8845480376537085,-0.09443897741205287
[0.2007778  0.12178847 0.3086023  0.27148511 0.09734631],"SPY: 20.1%, EEM: 12.2%, TLT: 30.9%, GLD: 27.1%, DBC: 9.7%",0.8605479931013937,0.20398208308761334,0.10830415676161421,1.8834187826843396,-0.08960982857020927
[0.24655041 0.07054848 0.30017168 0.35537622 0.02735321],"SPY: 24.7%, EEM: 7.1%, TLT: 30.0%, GLD: 35.5%, DBC: 2.7%",0.8991146952496143,0.21095257368878553,0.1121470799855933,1.881034920533687,-0.10402284026818287
[0.12395405 0.17051812 0.26504142 0.29577819 0.14470823],"SPY: 12.4%, EEM: 17.1%, TLT: 26.5%, GLD: 29.6%, DBC: 14.5%",0.8324878043305888,0.19885454357618507,0.10576539640510349,1.8801474805098897,-0.09213774985604384
[0.09515488 0.03838187 0.40684091 0.20425485 0.25536749],"SPY: 9.5%, EEM: 3.8%, TLT: 40.7%, GLD: 20.4%, DBC: 25.5%",0.8546681926659807,0.2029632887431099,0.10816056459559688,1.876499900883213,-0.09039348395361224
[0.11183093 0.02708811 0.24927538 0.40985477 0.2019508 ],"SPY: 11.2%, EEM: 2.7%, TLT: 24.9%, GLD: 41.0%, DBC: 20.2%",0.7831816232955435,0.18966087643844753,0.10108825656607488,1.876190992714158,-0.09170396086273624
